name,address,rating,users,price_level,lat,lng,photo_url,today_hours,tipo,google_maps
Pizza express sin Límites,"1234, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Administración Gastronomica,"171104, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Abierto 24 horas,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Restaurante Los Lagos,"Mitad del Mundo, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Cerrado,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Pollos Gus - C.C. San Luis,"Centro Comercial San Luis Shopping, Quito",,,2.0,-0.1806532,-78.4678382,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEGAmLiHobKva0kzK0Ilt64DIEogD3KIm7JYmswhKixdPT7snKGDklo0GUm3rngJ-NK20n3Eg7o4vm5dGs_2JjjGscgdaEyiVve37Oss1XsMRihBdMsmH6AH3Vbly3iMWZcucs29pnHb1CWHIUK4H1SKjkXBgmbBMO85FWhnbym0XTbwCGfFmPLQVurLkIPdi5R6A4QUgjisDcL8te_VVnyJ9-2l3SpGbPfo1zsZyz0ysWiec8z_EaGedriVNc-RJGOHSek1t2IzpD2sugkOYXWJv91GZejWqAOwEL-A5GB-aMT-L_AcT_jJ-AJvPoV-9uaQ1BthA-o&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,10:00–20:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Gostoso postres,"170038, Quito",,,,-0.1806532,-78.4678382,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEF1WbHEWfs6-12w0nb5QQE0-4sOfD0DxNjsU2abZwU5PoXD0ij1s4_A0R9nBdJOoKt7zqPWf9ntR2K8EL6qq3-pw-VvGZkNDqyzniJVgi9ooYZF1voP08nRz8fcftPvxGH0wAmhmRGl6a3kEJZpLu96TKjG3CdUcz9NTteCvuaRO0OL6i_3hzcHZqOHSxnuS5t7CY69MFjS-NxtIp4FrkxwR7k8q6hFnVqPsuUM4ljfcWJ0MPo0Tk658R9q7IgOJ3K4sLKkPLu0ZXihvCQohalfxc86J0mux1CCbsC5lANK0M7k-T5x7c8LdeY1sfAxQNp7yK1jI5c&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,Cerrado,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
La Quilombera,"RG9J+PVM, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
kiba sushi sur,"quito sur, Quito",,,,-0.1806532,-78.4678382,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEFCWLIGODJ93dKLI3C0z_WNj6M8OtNm6KOhnx8w6CVHvO8bmog85IhHW0qSvj1p5buYK5PYiz62B8Kyrd5RE91ycoxkwRAOkZKAlC9ccq23v6o0LDaKtjK004WMpH2hggbazHdFYtzIjhiF3WFmr34BLB-xm9ZO42WCvowwEgGnYXjpMMxeERX4mU7dIK-GawDrpFNiNyD4nLphnkjLyDcl2YxFM9Z7VgCFVMrnrhn5c4n2X_MTmAvvGepS0k2YsIHvM9oPuRhkI8XlOCcqUULpc_6NJ8wye3yGgJF2iG5-8WO4aH27bF2lWrzjxUC3-7mGCiHx&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,10:00–21:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
la forja craft beer,Quito,,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Kari Pizza,Quito,,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
7infinity pro,"RG9J+PVM, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
kabaña del sabor,"593, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Osos Motion,Quito,,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Abierto 24 horas,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
EL BUNKER DEL NEGRO,"170601, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Abierto 24 horas,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Shawarma Show Nayon,"Cafe del varon, OE7 Isidro Ayora S2-62 Mariano Cruz Tipan PB Junto al, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Perros Quito,"RG9J+PVM, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Restaurante Casa de Alba,"170767, Quito",,,,-0.1806532,-78.4678382,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEENeEV-5qbQR971rvESKIEtt0c2gTrQHi79ukDfXgjz0MBpCGWGFrSwhdMHxVWUEQBgp-RrhX-j3SEZicQ92rVi2kr9XmE9ZNAgVVK7BTCCRVC5vTqaNAnqmBOyGeOqpI54CFzwExoNLreAzSztpthWRxBTOB8ts-WBtEUmTslBIpUCkSym7tLIpjTUNDpEqaX0C32OFbSu4tyh5nlFm6dnKXWYf_O3Ab7X6KUz1o47VPN10OXXPVZoEs9n8rk2oWkbjp--xz56nJeFfHe27WkbMoT97HgWBdqZRinKAVfTOX4roJGbzjxdqlca5Ap_Wvt-gza6fa0&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Antojitos típicos doña Meche,"170604, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,18:30–21:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Las Parrilladas Del Chef,"RG9J+PVM, Quito",5.0,1.0,,-0.1806532,-78.4678382,/static/restaurant.jpg,12:30–24:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
La Sazon Machaleña de Rosalia y el Chivo Colorado,"San José de Moran, Quito",,,,-0.1806532,-78.4678382,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEFMm93QH8tyY0q8v6QDohKUUUoKTxDphna5ZGB8N1mcdIaAZvHHcX-MRDL5RABYkRonQh5dEtCXJr_CcHs3HU39xYz0a1tm1Os_PLEEf4HBTG85Ia9I-Tay3ZXNDbJyKefEo6QpqrSjkqDEOqowyLMWWUg1a3KWTuYtkStzFHfoTHJGs18I7KSFovKt-27wOYhrQci86YJvoy2AXEnOqJTgd5x7azxwaXXFcR6zfJl3MlHt7Cv1iViUuxB79dymGxXhxxTYD18tUWAZkuAzfQ12TogRA4KozGqf0nhlV689j3d75iEX7fx5Sw0R1E2ILYsRSiCrFlc&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,7:00–21:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Pizzeria Jorsh´s,"Quipu y S-32 170702, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,16:00–23:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
"El tunel ""Carbon y Parrilla""","RG9J+PVM, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,11:00–23:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Pollo Granjero La Armenia Conocoto Quito - Ecuador,"RG9J+PVM, Charles Darwin y Avenida de los Estadios Plaza María Paz, Quito",4.7,6.0,,-0.1806532,-78.4678382,/static/restaurant.jpg,12:00–21:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
La Cabañita del Sabor Verde y Pescado,"Rumiloma entre caranquis y Cañaris, Panzaleo, Quito",4.3,4.0,,-0.1806532,-78.4678382,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEFyl2rixwLOrsDL_8-B5acroqO6v6iiAyBvLmFW1uJs5al-l3bA9Wrij1ACEuYz3n7LteEh-indad7ojkTGRvN2n1RW3dr35JTSYm9f2x-2aayGd9q9VJ4QLC-fpsgRK8BZJvoY2o7vfGVG1yVf6C29pg4cqWBCUj6KJ7JCm2GI4KxYqtEWDedKFE8hTkhXQL43p_MrdnOW1ykFvY-Rr7bCazObCLXxhA_W05mADZ2Ua2r0o4GKspPMm8GSAYIK4XEVfWfWKwnikwxJH1GFf7aCM5cIdUNDzKTUJxNGgtgIkWSzNz_nYmP2GjuxyrDZc6yWFrZGY9a3bAzbvlLTEokaFSiqtuP-P56lqrZ3PEkzNFKEvG2L8urMdGq_M1q2P40wdvhiHBO7dUUk_3nFBCrwmNI5LJ78hEXyWf4TG6tHE_UaOaQ_7cM4vnm2SBrj48jk7y6V83qRTSVXpR-xunzSpE-jTcMhMH1WY5vhoYZ3Yvh0LvFn1gOqPBXfsmNMbUNkZV6NU2-czWU6twGQSb0kAm9CrTQ3S28RGeBpzjgzLObuh8x5bPTY6ORFLTH8oZC1xvyEE-yuJbSUMOARo3rVVv29KaW5B5Y3MhVM2QlZTLAhS8beGiXCaluhaGlGxFoBGKic&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,8:00–21:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
JOBS PIZZA ITALIANA,"RG9J+PVM, 01, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Abierto 24 horas,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
ITALO's PIZZA,"López 3, manzana B casa 2, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Cocina Maestra,"ECUADOR, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Le Bon Cafetería,"Rio de Janeiro y México Oe4 47 y, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,8:00–15:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
To shake Quito,"RG9J+PVM, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Abierto 24 horas,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
CECPOL-EDUCACIÓN CONTINUA AVANZADA,"ESCUELA DE ESPECIALIZACIÓN Y PERFECCIONAMIENTO DE OFICIALES, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,Cerrado,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Pamexico,"RG9J+PVM, El Troje - conjuntos divino niño, Quito",,,,-0.1806532,-78.4678382,/static/restaurant.jpg,7:00–19:00,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Tupiza Flores Jaime Luis,Quito,1.0,1.0,,-0.1806532,-78.4678382,/static/restaurant.jpg,Horario no disponible,restaurant,"https://www.google.com/maps?q=-0.1806532,-78.4678382"
Mi Receta,"Guagüiltagua N37-20 y Diego Noboa, Guanguiltagua 37-54, Quito",4.8,5.0,,-0.1787536,-78.4720555,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEG4eEsUO2GByfZdrqO3dWL_q3UW5tHaT4Ij_aawYwOIlLpbm0N_dRXQaj3NLS8G9jHUSYzKye3bt0ayJ8UwzQ5Q4KRcmH36p4GBFqKZ8ORrssFd3WGb1dsk92ObpM4fbxAy46uGHkb9rFLGNtoRiZmwnJ_ZDAVWQ-ZYuUMSkJT1uc6thMSJpjQQnYn0h1dW3ZRwAfs9fnNZLzSAJLudMN0nnisTdvs2vTpFrjI-kaEvYA8Ltnch9d9IBiAwk4hXWYDFRHM8-57O4n2QnNXf3M7SGFARazLPVctXowHypiQxaAH2ERXFIEsi_lc5j-21X7ZIo7Vdz0uVDxYGqZUwMuxmW3Y5XXFjA7XYz7Ng-Ss4G4NCm3Qwro53wacaZNWau974hUn1-gsTN6IBIvyN9ROpergTdMu-NuNkSjwve-_HdaevRuPUm6NmO7ESdAvVM_nLt9bwKonsy9qqa3lRVDynxhhxwxBK2cvFSGwRWCK2Y4pzYP4apKsTDqU0mfKg3OxPbOHA9V9AJyeGKklRGs2rToyIs0Jzo7qsfHTjqntSQui1sEmdS8vbl5ycb9AlgbDdXdt-2as086UjPNqDT6PMrNKT-3VKMKaHZrZc_F89uPYhWFEPG4n1LsG3lzQ45RUoRA&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,Cerrado,restaurant,"https://www.google.com/maps?q=-0.1787536,-78.4720555"
Gyros Uio,"Guanguiltagua N36-232, Quito",4.7,1052.0,2.0,-0.1794854,-78.47238949999999,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEGWrkuXwdQNroRgOq5PegmXKmJ9d7ws9RMqxumm1r0hWlWsnxErIIdOal9c75K3W1tKjuay01M2WgpbdGIDdcH7aRfND_E5tFA35U5Yidyu6kS-iiR7ieobkqJ6368RMCgwmDpoI_GH3Sci1vE2PlSEUpbGWf06GyqVnqiEj--dyLJCwMGuiRPoU2sf-MS50bbts5Fhsq6-86jCV8jrKzVm5rmSIORp_jaTI1BaAKYb1USwaHrpOFWAUfiPE04L2eb1gFEsMiB3Ry5B87vg1Q_ukwqEXO33wEouHFJ5Yp_Kzf7xEAchDjDOAsGjppHjGcLGsmdMSsM&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,12:45–22:00,restaurant,"https://www.google.com/maps?q=-0.1794854,-78.47238949999999"
Chicken Box Ec,"Guanguiltagua y Diego Noboa, Quito",4.7,302.0,,-0.1796337,-78.4724313,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEHeIkDtj5xLfElVFtdsHwtOHOI-PeyVtjjhudOJ0IxKAjR77hSxHku6zAwz5XJtuHTQO9aiynHCopfClfe1WC_ktK2mFv2XNJnICkeF8HRWbNJ3L2fcPapsxKUFc4XBH12GMhP5kpb5buC_-keK_CKWK0oUMu-dDUjtV5g4uV8fuM74w3tZtAV-oVNnvRaDIHjN5jglIgEIoS21McDuPbrQ86_bxPJVYjw0lhpVO57Z7E7iviSgmR6G0CqfYIhe1SR0BLFFcTD2jjo6b2YoBRbbAZhNv0J7Ir1Lv_KoShjUJOGdVNTu48ULuWcquPK2STLJR5jD_Oo&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,8:00–21:00,restaurant,"https://www.google.com/maps?q=-0.1796337,-78.4724313"
Metropolitan Food,"RGCH+H5W, Guanguiltagua, Quito",,,,-0.1785198,-78.472033,/static/restaurant.jpg,12:00–20:00,restaurant,"https://www.google.com/maps?q=-0.1785198,-78.472033"
Las Chugchucaras de la Guanguiltagua,"Guanguiltagua N37-73, Quito",3.8,133.0,2.0,-0.1784491,-78.47200210000001,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEENQGWucbUk3pWHFyB_MoFYCxbTnDKgUeqI9b4U0XGl6PY6g66zA3a_0a5pEdOJYc1zgbctsnxVpvqlW96K3cCHRUqh4UXD-sgaiz2TkzPqEtPK-0o-dEEkuDcEjm21Trt5aRo0rvtbPIbaEKQS75fqGYMxYbIF55gLaWt-8aUP9KG67ZRDD5o15yBeK-GnOFAwnIoXl9y0OwfJx4R8PgpG6QQF1Q4gIszrd6fHJ4Ui1hidWl9o8XqO9HMgB3QgSzfM_ZVCChhWhmt8msEGsWOqLlaXSxR-REYKCqEMApUOc6JHWoNFygRBHcyNs3nvzs1fstu1ly3QTI7iuIa8MCNOHfT0QXSvL1Q7ktzn_zfdlZI6lde7IK1hic278kk24gYMKNUEyFu198ykpf1gTJ9_xM1VbhiKS6EV1UwJ0tA_5AduZmKHrph2Z2xJxRcAsy_SFXACNPCQ7fYJamCNusx4edQ12Kk1o0it_O3D-Hs59W1E3n8xt_t6WOdZMOM7HNHEIp6meWQlHw0GFCJQ-H1DQ496MVsEgsCTkLUOSG-vxnEYZ-skAHAQqn8jD-dp0Iikto4cWcmo6iDi_OcCjHpu8D-Eqvuq67WbyvcmIoUrVodDqe1FBSLNZBWkNzf3zslSGYaV&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,10:30–17:00,restaurant,"https://www.google.com/maps?q=-0.1784491,-78.47200210000001"
Las Chugchucaras del Metropolitano,"Guanguiltagua y Carlos J. Arosemena Tola 86 y, Quito",3.9,21.0,,-0.1784392,-78.4720012,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AU_ZVEHki-ZYthGpXcpaFIOTc-yNlxfyBr0tnBoHFAvVWImm_I2pqnBjI6U4z49daOLlQ9PHYVqyYeEDqyMGruAKkTD_8yBbytwd7Gh22XVkX-vf3sTDg5Z1Dogzp-ZBewZjikxFWj2Ezi0XdluNuMoQnPcT0mdhgDR81xlS9-D7NjUk5CQR4Wtpij7rRmlHatsI3q-3Wuqf3JNAZzK5e8fNEjG1XxJp4EaGTy9qBsQ44k10K-f1IqhEsmzIxnCWfn6uBqYUyD4XzHg38my4hIVVcK6wsO1p1ZOJGSpqcLlHKWJOTPRG26EZdhBO3LEPXEcdO8uHRH7g8NU&key=AIzaSyB8Ldxv4iwDTHLilcZXd9G4Ej5L4Bv9JSU,10:00–18:00,restaurant,"https://www.google.com/maps?q=-0.1784392,-78.4720012"
